relics_id,relics_name,relics_description,relics_properties,relics_source,relics_consumable,relics_portion,relics_value,relics_imageurl,formula,special,notes
154,Flawless Iluvatar ,"A divine blade passed down through generations of DPRT warriors, this perfect sword can only be truly harnessed by those who can wield it impeccably.<br/><br/>Transcendentally enhanced by the accuracy of your attacks.",+200 BP if score is a 96% or higher|Lv. 6 AP Bonus,1,0,0,0,flawlessiluvatar.png,"ROUNDDOWN((AP*0.6),0)+IF(SCORE>=0.96,200,0)",,
155,Memepeace Beret,Standard-issue headwear for new Memepeace employees.,"At end of set, +100 BP for each song with a different speed tier 210 and above",1,1,0,0,memepeaceberet.png,0,,AT END OF SET: 100 BP FOR ALL PASSED SONGS IN TIERS 210-320 (including things outside top 7)
156,Alacritous Aspis,A small shield emblazoned with the colors of the Footspeed Empire.<br/><br/>Strongly effective against fast opponents.,Lv. 3 DP Bonus,1,0,0,0,alacritousaspis.png,"ROUNDDOWN((DP*0.3),0)",,
157,Principia,A magically enhanced dagger that can be difficult to use.<br/><br/>Strongly effective against fast opponents.,+300 BP|Lv. 3 DP Bonus|Forces 1.02x rate,1,0,0,0,principia.png,"ROUNDDOWN((DP*0.3),0)+300",,FORCES 1.02x RATE
158,Arvin's Gambit,Well-known set of playing cards from the Footspeed Empire.  Highly prized for their magical qualities.,"If equipped, and you fail the marathon, you may reattempt it immediately with up to 20 additional minutes to warm up/fix the pads.",1,1,1,0,arvinsgambit.png,0,,allows reattempt of marathon after failing with up to 20 additional minutes to warm up/fix the pads.
159,Almagest,"Enchanted with magic that can bring forth concentrated hurricane-force winds, few are capable of wielding this ultimate dagger.<br/><br/>Transcendentally effective against fast opponents.",+300 BP|Lv. 10 DP Bonus|Forces 1.05x rate,1,0,0,0,almagest.png,"ROUNDDOWN((DP*1),0)+300",,FORCES 1.05x RATE
160,Slime Badge,A cheaply made badge presented to you by the Stamina Corps for services rendered.,"At end of set, +100 BP for each song with a different speed tier 200 and below",1,1,0,0,slimebadge.png,0,,+100 BP FOR ALL PASSED SONGS IN TIERS 130-200 (including things outside top 7)
161,Indefatigable Escutcheon,Shield bearing the coat of arms of the Stamina Nation.<br/><br/>Strongly effective against large opponents.,Lv. 2 EP Bonus,1,0,0,0,indefatigableescutcheon.png,"ROUNDDOWN((EP*0.2),0)",,<--THIS HAS CHANGED !!!!!!
162,Vampiric Longsword,"Originally conferred unto those who sought to challenge a many-tentacled Horror, this weapon absorbs the lifeforce of your enemies.<br/><br/>Gains extra effectivity proportionate to an enemy's size.",+25 BP per minute of song length|9% of song length added to break timer,1,0,0,0,vampiriclongsword.png,"Rounddown(SONG LENGTH*25,0)",,+9% OF SONG LENGTH ADDED TO BREAK TIMER
163,Faust's Scalpel,This massive scalpel has the ability to split marathon beasts in two.,"If equipped, the marathon is split into two parts, and you may take up to five minutes of break between them.",1,1,1,0,faustsscalpel.png,0,,ADDS PAUSE SCREEN IN MIDDLE OF MARATHON
164,Muramasa,"An ancient and bloodthirsty weapon from Japan Coast Stamina, this katana's effectivity against large opponents is peerless.<br/><br/>Gains extra effectivity proportionate to an enemy's size.",+50 BP per minute of song length|18% of song length added to break timer,1,0,0,0,muramasa.png,"Rounddown(SONG LENGTH*50,0)",,+18% OF SONG LENGTH ADDED TO BREAK TIMER
165,Order of Ambrosia,The greatest of honors bestowed upon staminadventurers.,Allows user to equip an additional two relics,1,1,0,0,orderofambrosia.png,0,,ALLOWS TWO ADDITIONAL RELICS
166,Champion Belt,Belt presented to the greatest champions of Stamina Nation.<br/><br/>Single use.,+100 BP|Allows user to equip one additional relic,1,1,0,0,championbelt.png,100,,ALLOWS ONE ADDITIONAL RELIC
167,Godfather's Token,The Godfather of Stamina presents this literal token of his gratitude in thanks for financial contributions to the Stamina Nation.,None,1,0,0,0,godfatherstoken.png,0,,
